smiles,expt,calc,atoms,bonds,charges
COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-7.19,-10.466,"c3,os,p5,s,os,c3,os,ca,ca,ca,ca,ca,ca,no,o,o,h1,h1,h1,h1,h1,h1,ha,ha,ha,ha","1-2,1-17,1-18,1-19,2-3,3-4,3-5,3-7,5-6,6-20,6-21,6-22,7-8,8-9,8-13,9-10,9-23,10-11,10-24,11-12,11-14,12-13,12-25,13-26,14-15,14-16","0.146200,-0.538700,1.229200,-0.545000,-0.538700,0.146200,-0.472500,0.170100,-0.145500,-0.049000,-0.178200,-0.049000,-0.145500,0.315200,-0.202000,-0.202000,0.062200,0.062200,0.062200,0.062200,0.062200,0.062200,0.163500,0.179500,0.179500,0.163500"
CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-6.74,-9.211,"c3,c3,os,p5,s,os,c3,c3,os,ca,ca,ca,ca,ca,ca,no,o,o,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,ha,ha,ha,ha","1-2,1-19,1-20,1-21,2-3,2-22,2-23,3-4,4-5,4-6,4-9,6-7,7-8,7-24,7-25,8-26,8-27,8-28,9-10,10-11,10-15,11-12,11-29,12-13,12-30,13-14,13-16,14-15,14-31,15-32,16-17,16-18","-0.120100,0.163900,-0.545200,1.236198,-0.554000,-0.545200,0.163900,-0.120100,-0.471500,0.172100,-0.146000,-0.049000,-0.179200,-0.049000,-0.146000,0.315200,-0.203000,-0.203000,0.054867,0.054867,0.054867,0.066700,0.066700,0.066700,0.066700,0.054867,0.054867,0.054867,0.163500,0.178500,0.178500,0.163500"
CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],-5.66,-7.503,"c3,c3,nh,c3,c3,ca,ca,ca,ca,ca,ca,no,o,o,nv,c3,f,f,f,no,o,o,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,ha,hn,hn","1-2,1-23,1-24,1-25,2-3,2-26,2-27,3-4,3-6,4-5,4-28,4-29,5-30,5-31,5-32,6-7,6-11,7-8,7-20,8-9,8-33,9-10,9-16,10-11,10-15,11-12,12-13,12-14,15-34,15-35,16-17,16-18,16-19,20-21,20-22","-0.114100,0.207800,-0.705000,0.207800,-0.114100,0.361600,-0.300200,0.064000,-0.302300,0.344600,-0.305200,0.331200,-0.203000,-0.203000,-0.835201,0.699200,-0.231967,-0.231967,-0.231967,0.326200,-0.204000,-0.204000,0.049367,0.049367,0.049367,0.059200,0.059200,0.059200,0.059200,0.049367,0.049367,0.049367,0.191000,0.459800,0.459800"
CSC,-1.61,0.44,"c3,ss,c3,h1,h1,h1,h1,h1,h1","1-2,1-4,1-5,1-6,2-3,3-7,3-8,3-9","-0.045000,-0.280200,-0.045000,0.061700,0.061700,0.061700,0.061700,0.061700,0.061700"
C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,-10.78,-17.242,"c3,c3,ca,ca,ca,ca,ca,ca,c,o,ca,ca,ca,ca,ca,ca,c,o,oh,hc,hc,hc,hc,ha,ha,ha,ha,ha,ha,ha,ha,ha,ho","1-2,1-20,1-21,1-22,2-3,2-17,2-23,3-4,3-8,4-5,4-24,5-6,5-25,6-7,6-26,7-8,7-9,8-27,9-10,9-11,11-12,11-16,12-13,12-28,13-14,13-29,14-15,14-30,15-16,15-31,16-32,17-18,17-19,19-33","-0.093100,-0.052400,-0.105300,-0.097000,-0.140000,-0.071000,-0.169600,-0.077000,0.588300,-0.527100,-0.170600,-0.085000,-0.143000,-0.104000,-0.143000,-0.085000,0.634101,-0.554000,-0.600100,0.052033,0.052033,0.052033,0.090700,0.152000,0.142000,0.154000,0.149000,0.148000,0.137500,0.135000,0.137500,0.148000,0.445000"
C1CCC(C1)O,-5.49,-4.29,"c5,c5,c5,c5,c5,oh,hc,hc,hc,hc,hc,hc,h1,hc,hc,ho","1-2,1-5,1-7,1-8,2-3,2-9,2-10,3-4,3-11,3-12,4-5,4-6,4-13,5-14,5-15,6-16","-0.081400,-0.081400,-0.114900,0.139100,-0.114900,-0.597800,0.042700,0.042700,0.042700,0.042700,0.051700,0.051700,0.076700,0.051700,0.051700,0.397000"
CCCCC(=O)OC,-2.56,-3.492,"c3,c3,c3,c3,c,o,os,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,h1","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-16,4-17,5-6,5-7,7-8,8-18,8-19,8-20","-0.095100,-0.083400,-0.077400,-0.126400,0.628100,-0.542000,-0.443900,0.125700,0.034033,0.034033,0.034033,0.045700,0.045700,0.056700,0.056700,0.078200,0.078200,0.050367,0.050367,0.050367"
CCCC(=C)C,1.47,2.486,"c3,c3,c3,c2,c2,c3,hc,hc,hc,hc,hc,hc,hc,ha,ha,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6,5-14,5-15,6-16,6-17,6-18","-0.094100,-0.075400,-0.046200,-0.112400,-0.229000,-0.060900,0.033033,0.033033,0.033033,0.041200,0.041200,0.045200,0.045200,0.111000,0.111000,0.041367,0.041367,0.041367"
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,-8.42,-13.953,"c3,c3,ca,ca,ca,cp,ca,ca,f,cp,ca,ca,ca,ca,ca,c,o,oh,hc,hc,hc,hc,ha,ha,ha,ha,ha,ha,ha,ha,ho","1-2,1-19,1-20,1-21,2-3,2-16,2-22,3-4,3-8,4-5,4-23,5-6,5-24,6-7,6-10,7-8,7-9,8-25,10-11,10-15,11-12,11-26,12-13,12-27,13-14,13-28,14-15,14-29,15-30,16-17,16-18,18-31","-0.090100,-0.056400,-0.066300,-0.130000,-0.101000,-0.057000,0.133900,-0.154000,-0.135900,-0.045000,-0.110000,-0.132000,-0.122000,-0.132000,-0.110000,0.643101,-0.543000,-0.609100,0.052033,0.052033,0.052033,0.089700,0.155000,0.144000,0.152000,0.137500,0.133500,0.133000,0.133500,0.137500,0.445000"
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],-7.98,-11.246,"c3,c3,c3,nh,c3,c3,c3,ca,ca,ca,ca,ca,ca,no,o,o,sy,o,o,c3,no,o,o,hc,hc,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,hc,hc,ha,ha,h1,h1,h1","1-2,1-24,1-25,1-26,2-3,2-27,2-28,3-4,3-29,3-30,4-5,4-8,5-6,5-31,5-32,6-7,6-33,6-34,7-35,7-36,7-37,8-9,8-13,9-10,9-21,10-11,10-38,11-12,11-17,12-13,12-39,13-14,14-15,14-16,17-18,17-19,17-20,20-40,20-41,20-42,21-22,21-23","-0.096600,-0.105900,0.209800,-0.724000,0.209800,-0.105900,-0.096600,0.330600,-0.217200,0.057000,-0.384500,0.057000,-0.217200,0.322700,-0.188500,-0.188500,1.396303,-0.643300,-0.643300,-0.373300,0.322700,-0.188500,-0.188500,0.038033,0.038033,0.038033,0.053450,0.053450,0.065700,0.065700,0.065700,0.065700,0.053450,0.053450,0.038033,0.038033,0.038033,0.191000,0.191000,0.123033,0.123033,0.123033"
C=CCl,-0.59,1.162,"c2,c2,cl,ha,ha,h4","1-2,1-4,1-5,2-3,2-6","-0.217000,-0.063600,-0.124400,0.128500,0.128500,0.148000"
Cc1ccc(cc1)C(=O)N(C)C,-9.76,-8.081,"c3,ca,ca,ca,ca,ca,ca,c,o,n,c3,c3,hc,hc,hc,ha,ha,ha,ha,h1,h1,h1,h1,h1,h1","1-2,1-13,1-14,1-15,2-3,2-7,3-4,3-16,4-5,4-17,5-6,5-8,6-7,6-18,7-19,8-9,8-10,10-11,10-12,11-20,11-21,11-22,12-23,12-24,12-25","-0.058800,-0.057300,-0.139500,-0.089500,-0.138600,-0.089500,-0.139500,0.675699,-0.602100,-0.480800,0.080800,0.080800,0.047367,0.047367,0.047367,0.136000,0.144000,0.144000,0.136000,0.042700,0.042700,0.042700,0.042700,0.042700,0.042700"
CCCC(=O)CCC,-2.92,-2.704,"c3,c3,c3,c,o,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-9,1-10,1-11,2-3,2-12,2-13,3-4,3-14,3-15,4-5,4-6,6-7,6-16,6-17,7-8,7-18,7-19,8-20,8-21,8-22","-0.095600,-0.072900,-0.182900,0.568098,-0.532100,-0.182900,-0.072900,-0.095600,0.035867,0.035867,0.035867,0.048700,0.048700,0.064200,0.064200,0.064200,0.064200,0.048700,0.048700,0.035867,0.035867,0.035867"
COC(=O)c1ccccc1,-3.92,-4.921,"c3,os,c,o,ca,ca,ca,ca,ca,ca,h1,h1,h1,ha,ha,ha,ha,ha","1-2,1-11,1-12,1-13,2-3,3-4,3-5,5-6,5-10,6-7,6-14,7-8,7-15,8-9,8-16,9-10,9-17,10-18","0.127700,-0.439900,0.644700,-0.544000,-0.135600,-0.071500,-0.148000,-0.096000,-0.148000,-0.071500,0.051700,0.051700,0.051700,0.156000,0.139500,0.136000,0.139500,0.156000"
Cc1ccc(cc1)C=O,-4.27,-5.014,"c3,ca,ca,ca,ca,ca,ca,c,o,hc,hc,hc,ha,ha,ha,ha,h4","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-8,6-7,6-15,7-16,8-9,8-17","-0.061800,-0.042300,-0.148000,-0.074000,-0.203600,-0.074000,-0.148000,0.577501,-0.530100,0.049033,0.049033,0.049033,0.137000,0.143500,0.143500,0.137000,-0.003800"
CCCC(=O)OCCC,-2.28,-2.754,"c3,c3,c3,c,o,os,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-6,6-7,7-8,7-17,7-18,8-9,8-19,8-20,9-21,9-22,9-23","-0.099100,-0.076400,-0.128400,0.634098,-0.545000,-0.443900,0.133400,-0.104400,-0.100100,0.039367,0.039367,0.039367,0.053200,0.053200,0.076700,0.076700,0.065200,0.065200,0.050200,0.050200,0.040367,0.040367,0.040367"
C1CNCCN1,-7.4,-8.481,"c6,c6,n7,c6,c6,n7,h1,h1,h1,h1,hn,h1,h1,h1,h1,hn","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,3-11,4-5,4-12,4-13,5-6,5-14,5-15,6-16","0.112800,0.112800,-0.796200,0.112800,0.112800,-0.796200,0.055200,0.055200,0.055200,0.055200,0.349800,0.055200,0.055200,0.055200,0.055200,0.349800"
CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,-5.74,-16.515,"c3,c3,os,p5,s,os,c3,c3,ss,c3,c3,cl,n,c,o,ca,ca,ca,ca,ca,ca,c,o,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc,h2,h1,h1,ha,ha,ha,ha","1-2,1-24,1-25,1-26,2-3,2-27,2-28,3-4,4-5,4-6,4-9,6-7,7-8,7-29,7-30,8-31,8-32,8-33,9-10,10-11,10-13,10-34,11-12,11-35,11-36,13-14,13-22,14-15,14-16,16-17,16-21,17-18,17-37,18-19,18-38,19-20,19-39,20-21,20-40,21-22,22-23","-0.128100,0.163400,-0.513200,1.022200,-0.588000,-0.513200,0.163400,-0.128100,-0.633500,0.429800,0.022000,-0.175400,-0.520400,0.747100,-0.556500,-0.115100,-0.055500,-0.113500,-0.113500,-0.055500,-0.115100,0.747100,-0.556500,0.059700,0.059700,0.059700,0.065700,0.065700,0.065700,0.065700,0.059700,0.059700,0.059700,0.129700,0.115200,0.115200,0.159000,0.143500,0.143500,0.159000"
CCOCCO,-6.69,-4.407,"c3,c3,os,c3,c3,oh,hc,hc,hc,h1,h1,h1,h1,h1,h1,ho","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,4-5,4-12,4-13,5-6,5-14,5-15,6-16","-0.134100,0.121400,-0.418600,0.083400,0.092400,-0.599801,0.045367,0.045367,0.045367,0.044200,0.044200,0.060200,0.060200,0.057200,0.057200,0.396000"
CCC(C)CC,2.51,2.613,"c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-5,3-12,4-13,4-14,4-15,5-6,5-16,5-17,6-18,6-19,6-20","-0.091600,-0.077900,-0.066700,-0.090100,-0.077900,-0.091600,0.032200,0.032200,0.032200,0.039200,0.039200,0.047700,0.032700,0.032700,0.032700,0.039200,0.039200,0.032200,0.032200,0.032200"
Cc1cnccn1,-5.51,-6.161,"c3,ca,ca,nb,ca,ca,nb,hc,hc,hc,h4,h4,h4","1-2,1-8,1-9,1-10,2-3,2-7,3-4,3-11,4-5,5-6,5-12,6-7,6-13","-0.146400,0.301300,0.275900,-0.626000,0.271900,0.286900,-0.633999,0.057033,0.057033,0.057033,0.032100,0.034100,0.033100"
CCC[N+](=O)[O-],-3.34,-1.632,"c3,c3,c3,no,o,o,hc,hc,hc,hc,hc,h1,h1","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6","-0.104100,-0.092400,-0.077700,0.228301,-0.212000,-0.212000,0.046033,0.046033,0.046033,0.071200,0.071200,0.094700,0.094700"
Cc1cc(cc(c1)C)C,-0.9,-0.553,"c3,ca,ca,ca,ca,ca,ca,c3,c3,hc,hc,hc,ha,ha,ha,hc,hc,hc,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-9,5-6,5-14,6-7,6-8,7-15,8-16,8-17,8-18,9-19,9-20,9-21","-0.053800,-0.071300,-0.134332,-0.071300,-0.134332,-0.071300,-0.134332,-0.053800,-0.053800,0.043144,0.043144,0.043144,0.130000,0.130000,0.130000,0.043144,0.043144,0.043144,0.043144,0.043144,0.043144"
c1c(c(=O)[nH]c(=O)[nH]1)F,-16.92,-16.371,"cc,cd,c,o,ns,c,o,ns,f,h4,hn,hn","1-2,1-8,1-10,2-3,2-9,3-4,3-5,5-6,5-11,6-7,6-8,8-12","0.000600,-0.030700,0.703700,-0.576500,-0.581500,0.803500,-0.626500,-0.462100,-0.131500,0.179000,0.360500,0.361500"
CCO,-5.0,-3.394,"c3,c3,oh,hc,hc,hc,h1,h1,ho","1-2,1-4,1-5,1-6,2-3,2-7,2-8,3-9","-0.136100,0.126400,-0.599801,0.042367,0.042367,0.042367,0.043200,0.043200,0.396000"
Cc1ccc(c2c1cccc2)C,-2.82,-3.081,"c3,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,c3,hc,hc,hc,ha,ha,ha,ha,ha,ha,hc,hc,hc","1-2,1-13,1-14,1-15,2-3,2-7,3-4,3-16,4-5,4-17,5-6,5-12,6-7,6-11,7-8,8-9,8-18,9-10,9-19,10-11,10-20,11-21,12-22,12-23,12-24","-0.054800,-0.068300,-0.127000,-0.127000,-0.068300,-0.030000,-0.030000,-0.119000,-0.129000,-0.129000,-0.119000,-0.054800,0.045033,0.045033,0.045033,0.131000,0.131000,0.131001,0.131000,0.131000,0.131001,0.045033,0.045033,0.045033"
c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,-3.37,-2.54,"ca,ca,ca,ca,ca,ca,cl,cl,os,ca,ca,ca,ca,ca,ca,os,cl,cl,ha,ha,ha,ha","1-2,1-6,1-19,2-3,2-16,3-4,3-9,4-5,4-20,5-6,5-8,6-7,9-10,10-11,10-15,11-12,11-21,12-13,12-18,13-14,13-17,14-15,14-22,15-16","-0.170300,0.220700,0.220700,-0.170300,0.019400,0.019400,-0.053400,-0.053400,-0.382800,0.220700,-0.170300,0.019400,0.019400,-0.170300,0.220700,-0.382800,-0.053400,-0.053400,0.175000,0.175000,0.175000,0.175000"
c1cc(c(c(c1)Cl)C#N)Cl,-4.71,-3.32,"ca,ca,ca,ca,ca,ca,cl,cg,n1,cl,ha,ha,ha","1-2,1-6,1-11,2-3,2-12,3-4,3-10,4-5,4-8,5-6,5-7,6-13,8-9","-0.092000,-0.132000,0.054400,-0.005000,0.054400,-0.132000,-0.056400,0.231800,-0.331800,-0.056400,0.149000,0.158000,0.158000"
CCOC=O,-2.56,-3.867,"c3,c3,os,c,o,hc,hc,hc,h1,h1,h5","1-2,1-6,1-7,1-8,2-3,2-9,2-10,3-4,4-5,4-11","-0.126100,0.134400,-0.449900,0.629900,-0.541000,0.049700,0.049700,0.049700,0.062700,0.062700,0.078200"
c1c(c(cc(c1Cl)Cl)Cl)Cl,-1.34,0.035,"ca,ca,ca,ca,ca,ca,cl,cl,cl,cl,ha,ha","1-2,1-6,1-11,2-3,2-10,3-4,3-9,4-5,4-12,5-6,5-8,6-7","-0.108000,0.022400,0.022400,-0.108000,0.022400,0.022400,-0.053400,-0.053400,-0.053400,-0.053400,0.170000,0.170000"
CCOC(OCC)Oc1ccccc1,-5.23,-5.203,"c3,c3,os,c3,os,c3,c3,os,ca,ca,ca,ca,ca,ca,hc,hc,hc,h1,h1,h3,h1,h1,hc,hc,hc,ha,ha,ha,ha,ha","1-2,1-15,1-16,1-17,2-3,2-18,2-19,3-4,4-5,4-8,4-20,5-6,6-7,6-21,6-22,7-23,7-24,7-25,8-9,9-10,9-14,10-11,10-26,11-12,11-27,12-13,12-28,13-14,13-29,14-30","-0.116100,0.141400,-0.454100,0.525700,-0.454100,0.141400,-0.116100,-0.387900,0.117100,-0.147000,-0.121000,-0.145000,-0.121000,-0.147000,0.047700,0.047700,0.047700,0.046950,0.046950,0.116700,0.046950,0.046950,0.047700,0.047700,0.047700,0.149500,0.131500,0.131000,0.131500,0.149500"
c1cc(cc(c1)O)[N+](=O)[O-],-9.62,-7.889,"ca,ca,ca,ca,ca,ca,oh,no,o,o,ha,ha,ha,ha,ho","1-2,1-6,1-11,2-3,2-12,3-4,3-8,4-5,4-13,5-6,5-7,6-14,7-15,8-9,8-10","-0.107000,-0.102000,-0.135200,-0.162000,0.121100,-0.116000,-0.488100,0.311200,-0.205500,-0.205500,0.152000,0.173000,0.172000,0.163000,0.429000"
CCCCCCCCO,-4.09,-2.69,"c3,c3,c3,c3,c3,c3,c3,c3,oh,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,h1,h1,ho","1-2,1-10,1-11,1-12,2-3,2-13,2-14,3-4,3-15,3-16,4-5,4-17,4-18,5-6,5-19,5-20,6-7,6-21,6-22,7-8,7-23,7-24,8-9,8-25,8-26,9-27","-0.092100,-0.080400,-0.078400,-0.078400,-0.080400,-0.079400,-0.123400,0.127400,-0.600800,0.032700,0.032700,0.032700,0.038200,0.038200,0.039200,0.039200,0.040700,0.040700,0.041200,0.041200,0.038200,0.038200,0.053700,0.053700,0.044200,0.044200,0.397000"
CCC=C,1.38,2.367,"c3,c3,c2,c2,hc,hc,hc,hc,hc,ha,ha,ha","1-2,1-5,1-6,1-7,2-3,2-8,2-9,3-4,3-10,4-11,4-12","-0.090100,-0.053200,-0.164200,-0.226001,0.034367,0.034367,0.034367,0.045700,0.045700,0.118000,0.110500,0.110500"
C(Cl)(Cl)(Cl)Cl,0.08,1.185,"c3,cl,cl,cl,cl","1-2,1-3,1-4,1-5","0.325600,-0.081400,-0.081400,-0.081400,-0.081400"
c1ccc(cc1)CCO,-6.79,-5.28,"ca,ca,ca,ca,ca,ca,c3,c3,oh,ha,ha,ha,ha,ha,hc,hc,h1,h1,ho","1-2,1-6,1-10,2-3,2-11,3-4,3-12,4-5,4-7,5-6,5-13,6-14,7-8,7-15,7-16,8-9,8-17,8-18,9-19","-0.130000,-0.126000,-0.131500,-0.088300,-0.131500,-0.126000,-0.080100,0.133400,-0.601800,0.133000,0.132500,0.133500,0.133500,0.132500,0.060200,0.060200,0.046700,0.046700,0.403000"
CN(C)C(=O)Nc1ccccc1,-9.13,-11.81,"c3,n,c3,c,o,ns,ca,ca,ca,ca,ca,ca,h1,h1,h1,h1,h1,h1,hn,ha,ha,ha,ha,ha","1-2,1-13,1-14,1-15,2-3,2-4,3-16,3-17,3-18,4-5,4-6,6-7,6-19,7-8,7-12,8-9,8-20,9-10,9-21,10-11,10-22,11-12,11-23,12-24","0.062300,-0.435800,0.062300,0.742100,-0.627100,-0.459100,0.040600,-0.156000,-0.112500,-0.146000,-0.112500,-0.156000,0.047200,0.047200,0.047200,0.047200,0.047200,0.047200,0.321500,0.144500,0.134500,0.135000,0.134500,0.144500"
CSSC,-1.83,-0.093,"c3,ss,ss,c3,h1,h1,h1,h1,h1,h1","1-2,1-5,1-6,1-7,2-3,3-4,4-8,4-9,4-10","-0.017000,-0.206101,-0.206101,-0.017000,0.074367,0.074367,0.074367,0.074367,0.074367,0.074367"
C1C=CC[C@@H]2[C@@H]1C(=O)N(C2=O)SC(Cl)(Cl)Cl,-9.01,-8.718,"c6,c2,c2,c6,c5,c5,c,o,n,c,o,ss,c3,cl,cl,cl,hc,hc,ha,ha,hc,hc,hc,hc","1-2,1-6,1-17,1-18,2-3,2-19,3-4,3-20,4-5,4-21,4-22,5-6,5-10,5-23,6-7,6-24,7-8,7-9,9-10,9-12,10-11,12-13,13-14,13-15,13-16","-0.031700,-0.171700,-0.171700,-0.031700,-0.141200,-0.141200,0.705500,-0.527000,-0.465700,0.705500,-0.527000,0.095600,0.236300,-0.094400,-0.094400,-0.094400,0.070450,0.070450,0.135000,0.135000,0.070450,0.070450,0.098700,0.098700"
CC(=O)OCC(COC(=O)C)OC(=O)C,-8.84,-12.333,"c3,c,o,os,c3,c3,c3,os,c,o,c3,os,c,o,c3,hc,hc,hc,h1,h1,h1,h1,h1,hc,hc,hc,hc,hc,hc","1-2,1-16,1-17,1-18,2-3,2-4,4-5,5-6,5-19,5-20,6-7,6-12,6-21,7-8,7-22,7-23,8-9,9-10,9-11,11-24,11-25,11-26,12-13,13-14,13-15,15-27,15-28,15-29","-0.149600,0.642100,-0.554500,-0.433400,0.111900,0.105100,0.111900,-0.433400,0.642100,-0.554500,-0.149600,-0.433900,0.653100,-0.558000,-0.151100,0.078200,0.078200,0.078200,0.087950,0.087950,0.103700,0.087950,0.087950,0.078200,0.078200,0.078200,0.075700,0.075700,0.075700"
COC,-1.91,-0.853,"c3,os,c3,h1,h1,h1,h1,h1,h1","1-2,1-4,1-5,1-6,2-3,3-7,3-8,3-9","0.113700,-0.419598,0.113700,0.032033,0.032033,0.032033,0.032033,0.032033,0.032033"
CCCCCC,2.48,2.851,"c3,c3,c3,c3,c3,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-14,4-15,5-6,5-16,5-17,6-18,6-19,6-20","-0.092099,-0.079400,-0.078400,-0.078400,-0.079400,-0.092099,0.032033,0.032033,0.032033,0.038200,0.038200,0.038700,0.038700,0.038700,0.038700,0.038200,0.038200,0.032033,0.032033,0.032033"
C(CBr)Br,-2.33,-1.275,"c3,c3,br,br,h1,h1,h1,h1","1-2,1-4,1-5,1-6,2-3,2-7,2-8","-0.020000,-0.020000,-0.148400,-0.148400,0.084200,0.084200,0.084200,0.084200"
C(C(Cl)(Cl)Cl)(Cl)Cl,-1.23,0.059,"c3,c3,cl,cl,cl,cl,cl,h2","1-2,1-6,1-7,1-8,2-3,2-4,2-5","0.117100,0.228201,-0.088067,-0.088067,-0.088067,-0.102400,-0.102400,0.123700"
c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F,-15.46,-17.349,"cc,cd,c,o,ns,c,o,ns,c3,f,f,f,h4,hn,hn","1-2,1-8,1-13,2-3,2-9,3-4,3-5,5-6,5-14,6-7,6-8,8-15,9-10,9-11,9-12","0.122600,-0.377400,0.735700,-0.575500,-0.580500,0.804499,-0.614500,-0.461100,0.723100,-0.229633,-0.229633,-0.229633,0.185000,0.362500,0.364500"
Cc1cccc(c1N)C,-5.21,-5.57,"c3,ca,ca,ca,ca,ca,ca,nv,c3,hc,hc,hc,ha,ha,ha,hn,hn,hc,hc,hc","1-2,1-10,1-11,1-12,2-3,2-7,3-4,3-13,4-5,4-14,5-6,5-15,6-7,6-9,7-8,8-16,8-17,9-18,9-19,9-20","-0.047800,-0.135300,-0.097000,-0.167000,-0.097000,-0.135300,0.138600,-0.815200,-0.047800,0.040700,0.040700,0.040700,0.128000,0.130000,0.128000,0.386800,0.386800,0.040700,0.040700,0.040700"
CCCOC(=O)C,-2.79,-3.486,"c3,c3,c3,os,c,o,c3,hc,hc,hc,hc,hc,h1,h1,hc,hc,hc","1-2,1-8,1-9,1-10,2-3,2-11,2-12,3-4,3-13,3-14,4-5,5-6,5-7,7-15,7-16,7-17","-0.097100,-0.104400,0.133400,-0.444900,0.633099,-0.546000,-0.151100,0.039367,0.039367,0.039367,0.050700,0.050700,0.065200,0.065200,0.075700,0.075700,0.075700"
c1ccc2c(c1)cccn2,-5.72,-4.989,"ca,ca,ca,ca,ca,ca,ca,ca,ca,nb,ha,ha,ha,ha,ha,ha,h4","1-2,1-6,1-11,2-3,2-12,3-4,3-13,4-5,4-10,5-6,5-7,6-14,7-8,7-15,8-9,8-16,9-10,9-17","-0.127000,-0.124000,-0.164300,0.393600,-0.148300,-0.112000,-0.080000,-0.250300,0.411200,-0.657000,0.135000,0.135000,0.150000,0.134000,0.138000,0.144000,0.022100"
CCS,-1.14,-0.395,"c3,c3,sh,hc,hc,hc,h1,h1,hs","1-2,1-4,1-5,1-6,2-3,2-7,2-8,3-9","-0.099100,0.005700,-0.380901,0.043367,0.043367,0.043367,0.072200,0.072200,0.199800"
CCSSCC,-1.64,-0.979,"c3,c3,ss,ss,c3,c3,hc,hc,hc,h1,h1,h1,h1,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,4-5,5-6,5-12,5-13,6-14,6-15,6-16","-0.098100,-0.013300,-0.185100,-0.185100,-0.013300,-0.098100,0.044700,0.044700,0.044700,0.081200,0.081200,0.081200,0.081200,0.044700,0.044700,0.044700"
c1ccsc1,-1.4,-0.359,"cc,cc,cd,ss,cd,ha,ha,h4,h4","1-2,1-5,1-6,2-3,2-7,3-4,3-8,4-5,5-9","-0.157000,-0.157000,-0.168100,0.008200,-0.168100,0.152000,0.152000,0.169000,0.169000"
CCc1cccc2c1cccc2,-2.4,-2.961,"c3,c3,ca,ca,ca,ca,ca,ca,ca,ca,ca,ca,hc,hc,hc,hc,hc,ha,ha,ha,ha,ha,ha,ha","1-2,1-13,1-14,1-15,2-3,2-16,2-17,3-4,3-8,4-5,4-18,5-6,5-19,6-7,6-20,7-8,7-12,8-9,9-10,9-21,10-11,10-22,11-12,11-23,12-24","-0.093100,-0.041100,-0.059300,-0.131000,-0.124000,-0.123000,-0.035000,-0.034000,-0.120000,-0.129000,-0.129000,-0.118000,0.037033,0.037033,0.037033,0.051700,0.051700,0.132001,0.131000,0.132000,0.132000,0.131000,0.132000,0.132000"
CCCC(=O)C,-3.52,-3.166,"c3,c3,c3,c,o,c3,hc,hc,hc,hc,hc,hc,hc,hc,hc,hc","1-2,1-7,1-8,1-9,2-3,2-10,2-11,3-4,3-12,3-13,4-5,4-6,6-14,6-15,6-16","-0.097100,-0.074400,-0.183400,0.567100,-0.533100,-0.203100,0.035033,0.035033,0.035033,0.052700,0.052700,0.061700,0.061700,0.063367,0.063367,0.063367"
